,n,22,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
728,583,65,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,584,76,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,585,64,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,586,66,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,587,66,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,588,63,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,589,71,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,590,64,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,591,75,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,592,64,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,593,66,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,594,71,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,595,68,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,596,75,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,597,63,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,598,67,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,599,66,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,600,62,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,601,68,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,602,70,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,603,66,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,604,74,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,605,71,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,606,64,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,607,68,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,608,74,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,609,71,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,610,75,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,611,63,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,612,65,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,613,69,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,614,66,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,615,77,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,616,67,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,617,66,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,618,73,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,619,64,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,620,65,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,621,69,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,622,70,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,623,73,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,624,77,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,625,65,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,626,74,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,627,72,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,628,74,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,629,72,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,630,66,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,631,72,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,632,75,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,633,76,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,634,68,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,635,73,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,636,73,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,637,77,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,638,69,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,639,66,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,640,71,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,641,75,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,642,63,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,643,77,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,644,68,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,645,69,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,646,66,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,647,63,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,648,73,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,649,77,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,650,65,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,651,73,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,652,77,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,653,75,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,654,63,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,655,72,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,656,67,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,657,71,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,658,71,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,659,67,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,660,75,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,661,72,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,662,73,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,663,70,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,664,64,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,665,75,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,666,67,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,667,75,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,668,72,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,669,71,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,670,71,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,671,64,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,672,70,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,673,73,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,674,67,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,675,64,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,676,72,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,677,76,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,678,62,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,679,63,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,680,76,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,681,68,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,682,66,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,683,64,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,684,74,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,685,65,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,686,70,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,687,75,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,688,69,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,689,73,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,690,76,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,691,68,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,692,62,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,693,74,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,694,72,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,695,76,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,696,77,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,697,75,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,698,62,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,699,62,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,700,74,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,701,76,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,702,76,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,703,63,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,704,72,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,705,64,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,706,73,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,707,69,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,708,72,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,709,74,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,710,68,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,711,64,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,712,73,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,713,70,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,714,74,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,715,67,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,716,66,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,717,62,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,718,76,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,719,62,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,720,63,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,721,64,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,722,63,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,723,69,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,724,74,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,725,75,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,726,70,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,727,75,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,728,74,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,729,77,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,730,64,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,731,66,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,732,64,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,733,69,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,734,65,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,735,64,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,736,68,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,737,77,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,738,64,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,739,69,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,740,71,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,741,69,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,742,69,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,743,71,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,744,70,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,745,65,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,746,74,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,747,65,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,748,70,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,749,77,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,750,73,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,751,70,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,752,71,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,753,64,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,754,77,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,755,66,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,756,76,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,757,66,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,758,67,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,759,75,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,760,68,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,761,74,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,762,66,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,763,64,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,764,65,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,765,64,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,766,62,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,767,74,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,768,66,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,769,68,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,770,72,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,771,67,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,772,67,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,773,72,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,774,75,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,775,77,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,776,77,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,777,72,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,778,67,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,779,62,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,780,74,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,781,76,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,782,62,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,783,73,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,784,71,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,785,62,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,786,76,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,787,73,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,788,74,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,789,65,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,790,77,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,791,68,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,792,74,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,793,68,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,794,73,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,795,63,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,796,64,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,797,74,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,798,71,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,799,67,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,800,74,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,801,74,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,802,75,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,803,67,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,804,76,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,805,74,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,806,73,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,807,77,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,808,68,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,809,70,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,810,70,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,811,74,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,812,73,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,813,62,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,814,69,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,815,66,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,816,63,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,817,62,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,818,77,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,819,69,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,820,70,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,821,70,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,822,68,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,823,72,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,824,69,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,825,68,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,826,70,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,827,77,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,828,68,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,829,66,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,830,73,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,831,65,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,832,69,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,833,76,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,834,64,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,835,62,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,836,63,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,837,70,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,838,73,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,839,62,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,840,77,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,841,77,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,842,69,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,843,64,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,844,74,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,845,69,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,846,63,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,847,66,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,848,70,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,849,70,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,850,65,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,851,74,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,852,74,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,853,77,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,854,72,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,855,75,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,856,67,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,857,65,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,858,76,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,859,70,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,860,76,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,861,64,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,862,73,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,863,76,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,864,66,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,865,66,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,866,65,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,867,67,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,868,66,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,869,76,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,870,66,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,871,64,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,872,73,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,873,66,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,874,63,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,875,73,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,876,77,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,877,68,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,878,71,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,879,71,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,880,70,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,881,74,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,882,75,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,883,68,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,884,67,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,885,67,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,886,71,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,887,76,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,888,76,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,889,76,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,890,64,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,891,73,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,892,65,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,893,64,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,894,66,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,895,72,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,896,63,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,897,69,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,898,68,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,899,74,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,900,68,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,901,62,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,902,65,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,903,68,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,904,69,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,905,66,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,906,66,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,907,65,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,908,69,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,909,70,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,910,69,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,911,67,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,912,67,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,913,64,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,914,62,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,915,67,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,916,72,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,917,69,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,918,69,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,919,68,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,920,76,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,921,68,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,922,76,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,923,75,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,924,68,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,925,73,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,926,76,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,927,70,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,928,66,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,929,75,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,930,66,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,931,69,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,932,68,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,933,69,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,934,65,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,935,71,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,936,72,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,937,72,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,938,64,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,939,66,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,940,68,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,941,71,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,942,62,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,943,70,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,944,67,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,945,65,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,946,73,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,947,69,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,948,66,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,949,64,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,950,62,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,951,63,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,952,76,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,953,72,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,954,71,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,955,73,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,956,71,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,957,71,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,958,74,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,959,72,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,960,67,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
