,n,27,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
694,493,47,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,494,43,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,495,34,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,496,33,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,497,39,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,498,43,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,499,43,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,500,37,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,501,45,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,502,33,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,503,48,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,504,35,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,505,47,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,506,40,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,507,37,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,508,45,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,509,36,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,510,34,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,511,33,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,512,33,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,513,47,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,514,37,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,515,40,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,516,41,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,517,48,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,518,42,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,519,33,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,520,45,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,521,45,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,522,34,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,523,43,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,524,33,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,525,36,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,526,40,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,527,42,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,528,33,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,529,40,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,530,35,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,531,40,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,532,42,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,533,38,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,534,42,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,535,45,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,536,45,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,537,40,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,538,47,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,539,34,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,540,44,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,541,39,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,542,40,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,543,42,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,544,43,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,545,46,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,546,48,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,547,39,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,548,45,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,549,33,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,550,47,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,551,47,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,552,37,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,553,33,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,554,48,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,555,44,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,556,40,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,557,47,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,558,35,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,559,33,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,560,35,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,561,41,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,562,42,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,563,38,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,564,37,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,565,33,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,566,39,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,567,45,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,568,41,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,569,48,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,570,43,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,571,34,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,572,43,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,573,42,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,574,41,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,575,34,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,576,37,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,577,35,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,578,46,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,579,33,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,580,40,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,581,40,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,582,43,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,583,36,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,584,47,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,585,35,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,586,37,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,587,37,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,588,34,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,589,42,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,590,35,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,591,46,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,592,35,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,593,37,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,594,42,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,595,39,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,596,46,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,597,34,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,598,38,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,599,37,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,600,33,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,601,39,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,602,41,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,603,37,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,604,45,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,605,42,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,606,35,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,607,39,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,608,45,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,609,42,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,610,46,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,611,34,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,612,36,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,613,40,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,614,37,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,615,48,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,616,38,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,617,37,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,618,44,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,619,35,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,620,36,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,621,40,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,622,41,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,623,44,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,624,48,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,625,36,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,626,45,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,627,43,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,628,45,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,629,43,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,630,37,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,631,43,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,632,46,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,633,47,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,634,39,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,635,44,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,636,44,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,637,48,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,638,40,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,639,37,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,640,42,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,641,46,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,642,34,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,643,48,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,644,39,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,645,40,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,646,37,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,647,34,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,648,44,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,649,48,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,650,36,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,651,44,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,652,48,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,653,46,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,654,34,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,655,43,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,656,38,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,657,42,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,658,42,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,659,38,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,660,46,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,661,43,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,662,44,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,663,41,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,664,35,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,665,46,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,666,38,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,667,46,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,668,43,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,669,42,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,670,42,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,671,35,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,672,41,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,673,44,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,674,38,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,675,35,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,676,43,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,677,47,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,678,33,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,679,34,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,680,47,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,681,39,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,682,37,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,683,35,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,684,45,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,685,36,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,686,41,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,687,46,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,688,40,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,689,44,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,690,47,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,691,39,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,692,33,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,693,45,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,694,43,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,695,47,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,696,48,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,697,46,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,698,33,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,699,33,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,700,45,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,701,47,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,702,47,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,703,34,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,704,43,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,705,35,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,706,44,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,707,40,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,708,43,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,709,45,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,710,39,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,711,35,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,712,44,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,713,41,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,714,45,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,715,38,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,716,37,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,717,33,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,718,47,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,719,33,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,720,34,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,721,35,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,722,34,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,723,40,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,724,45,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,725,46,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,726,41,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,727,46,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,728,45,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,729,48,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,730,35,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,731,37,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,732,35,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,733,40,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,734,36,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,735,35,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,736,39,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,737,48,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,738,35,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,739,40,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,740,42,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,741,40,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,742,40,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,743,42,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,744,41,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,745,36,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,746,45,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,747,36,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,748,41,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,749,48,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,750,44,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,751,41,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,752,42,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,753,35,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,754,48,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,755,37,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,756,47,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,757,37,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,758,38,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,759,46,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,760,39,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,761,45,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,762,37,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,763,35,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,764,36,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,765,35,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,766,33,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,767,45,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,768,37,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,769,39,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,770,43,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,771,38,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,772,38,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,773,43,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,774,46,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,775,48,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,776,48,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,777,43,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,778,38,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,779,33,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,780,45,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,781,47,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,782,33,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,783,44,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,784,42,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,785,33,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,786,47,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,787,44,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,788,45,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,789,36,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,790,48,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,791,39,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,792,45,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,793,39,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,794,44,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,795,34,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,796,35,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,797,45,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,798,42,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,799,38,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,800,45,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,801,45,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,802,46,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,803,38,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,804,47,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,805,45,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,806,44,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,807,48,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,808,39,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,809,41,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,810,41,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,811,45,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,812,44,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,813,33,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,814,40,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,815,37,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,816,34,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,817,33,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,818,48,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,819,40,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,820,41,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,821,41,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,822,39,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,823,43,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,824,40,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,825,39,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,826,41,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,827,48,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,828,39,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,829,37,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,830,44,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,831,36,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,832,40,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,833,47,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,834,35,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,835,33,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,836,34,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,837,41,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,838,44,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,839,33,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,840,48,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,841,48,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,842,40,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,843,35,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,844,45,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,845,40,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,846,34,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,847,37,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,848,41,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,849,41,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,850,36,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,851,45,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
