,n,40,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
776,506,76,454,,,,,,,,,,,,,,,,,,,,,,,,,,
777,507,68,397,,,,,,,,,,,,,,,,,,,,,,,,,,
778,508,87,571,,,,,,,,,,,,,,,,,,,,,,,,,,
779,509,67,328,,,,,,,,,,,,,,,,,,,,,,,,,,
780,510,61,501,,,,,,,,,,,,,,,,,,,,,,,,,,
781,511,60,317,,,,,,,,,,,,,,,,,,,,,,,,,,
782,512,59,388,,,,,,,,,,,,,,,,,,,,,,,,,,
783,513,92,409,,,,,,,,,,,,,,,,,,,,,,,,,,
784,514,68,513,,,,,,,,,,,,,,,,,,,,,,,,,,
785,515,75,280,,,,,,,,,,,,,,,,,,,,,,,,,,
786,516,77,342,,,,,,,,,,,,,,,,,,,,,,,,,,
787,517,93,580,,,,,,,,,,,,,,,,,,,,,,,,,,
788,518,81,417,,,,,,,,,,,,,,,,,,,,,,,,,,
789,519,60,455,,,,,,,,,,,,,,,,,,,,,,,,,,
790,520,86,331,,,,,,,,,,,,,,,,,,,,,,,,,,
791,521,86,488,,,,,,,,,,,,,,,,,,,,,,,,,,
792,522,62,342,,,,,,,,,,,,,,,,,,,,,,,,,,
793,523,82,431,,,,,,,,,,,,,,,,,,,,,,,,,,
794,524,59,252,,,,,,,,,,,,,,,,,,,,,,,,,,
795,525,66,562,,,,,,,,,,,,,,,,,,,,,,,,,,
796,526,76,409,,,,,,,,,,,,,,,,,,,,,,,,,,
797,527,79,478,,,,,,,,,,,,,,,,,,,,,,,,,,
798,528,59,463,,,,,,,,,,,,,,,,,,,,,,,,,,
799,529,75,489,,,,,,,,,,,,,,,,,,,,,,,,,,
800,530,64,462,,,,,,,,,,,,,,,,,,,,,,,,,,
801,531,74,428,,,,,,,,,,,,,,,,,,,,,,,,,,
802,532,80,555,,,,,,,,,,,,,,,,,,,,,,,,,,
803,533,70,331,,,,,,,,,,,,,,,,,,,,,,,,,,
804,534,79,406,,,,,,,,,,,,,,,,,,,,,,,,,,
805,535,86,381,,,,,,,,,,,,,,,,,,,,,,,,,,
806,536,87,516,,,,,,,,,,,,,,,,,,,,,,,,,,
807,537,75,576,,,,,,,,,,,,,,,,,,,,,,,,,,
808,538,90,403,,,,,,,,,,,,,,,,,,,,,,,,,,
809,539,62,537,,,,,,,,,,,,,,,,,,,,,,,,,,
810,540,84,419,,,,,,,,,,,,,,,,,,,,,,,,,,
811,541,74,326,,,,,,,,,,,,,,,,,,,,,,,,,,
812,542,76,501,,,,,,,,,,,,,,,,,,,,,,,,,,
813,543,81,274,,,,,,,,,,,,,,,,,,,,,,,,,,
814,544,83,385,,,,,,,,,,,,,,,,,,,,,,,,,,
815,545,89,263,,,,,,,,,,,,,,,,,,,,,,,,,,
816,546,94,406,,,,,,,,,,,,,,,,,,,,,,,,,,
817,547,72,325,,,,,,,,,,,,,,,,,,,,,,,,,,
818,548,87,360,,,,,,,,,,,,,,,,,,,,,,,,,,
819,549,60,365,,,,,,,,,,,,,,,,,,,,,,,,,,
820,550,92,410,,,,,,,,,,,,,,,,,,,,,,,,,,
821,551,91,474,,,,,,,,,,,,,,,,,,,,,,,,,,
822,552,68,582,,,,,,,,,,,,,,,,,,,,,,,,,,
823,553,59,553,,,,,,,,,,,,,,,,,,,,,,,,,,
824,554,94,533,,,,,,,,,,,,,,,,,,,,,,,,,,
825,555,84,477,,,,,,,,,,,,,,,,,,,,,,,,,,
826,556,76,521,,,,,,,,,,,,,,,,,,,,,,,,,,
827,557,91,523,,,,,,,,,,,,,,,,,,,,,,,,,,
828,558,63,328,,,,,,,,,,,,,,,,,,,,,,,,,,
829,559,59,613,,,,,,,,,,,,,,,,,,,,,,,,,,
830,560,65,332,,,,,,,,,,,,,,,,,,,,,,,,,,
831,561,78,322,,,,,,,,,,,,,,,,,,,,,,,,,,
832,562,79,524,,,,,,,,,,,,,,,,,,,,,,,,,,
833,563,72,386,,,,,,,,,,,,,,,,,,,,,,,,,,
834,564,70,331,,,,,,,,,,,,,,,,,,,,,,,,,,
835,565,61,468,,,,,,,,,,,,,,,,,,,,,,,,,,
836,566,72,546,,,,,,,,,,,,,,,,,,,,,,,,,,
837,567,88,354,,,,,,,,,,,,,,,,,,,,,,,,,,
838,568,78,572,,,,,,,,,,,,,,,,,,,,,,,,,,
839,569,93,484,,,,,,,,,,,,,,,,,,,,,,,,,,
840,570,81,574,,,,,,,,,,,,,,,,,,,,,,,,,,
841,571,62,615,,,,,,,,,,,,,,,,,,,,,,,,,,
842,572,82,339,,,,,,,,,,,,,,,,,,,,,,,,,,
843,573,80,352,,,,,,,,,,,,,,,,,,,,,,,,,,
844,574,77,507,,,,,,,,,,,,,,,,,,,,,,,,,,
845,575,61,464,,,,,,,,,,,,,,,,,,,,,,,,,,
846,576,69,277,,,,,,,,,,,,,,,,,,,,,,,,,,
847,577,64,519,,,,,,,,,,,,,,,,,,,,,,,,,,
848,578,90,517,,,,,,,,,,,,,,,,,,,,,,,,,,
849,579,59,457,,,,,,,,,,,,,,,,,,,,,,,,,,
850,580,76,499,,,,,,,,,,,,,,,,,,,,,,,,,,
851,581,76,537,,,,,,,,,,,,,,,,,,,,,,,,,,
852,582,83,297,,,,,,,,,,,,,,,,,,,,,,,,,,
853,583,66,520,,,,,,,,,,,,,,,,,,,,,,,,,,
854,584,91,488,,,,,,,,,,,,,,,,,,,,,,,,,,
855,585,64,360,,,,,,,,,,,,,,,,,,,,,,,,,,
856,586,68,393,,,,,,,,,,,,,,,,,,,,,,,,,,
857,587,69,370,,,,,,,,,,,,,,,,,,,,,,,,,,
858,588,63,483,,,,,,,,,,,,,,,,,,,,,,,,,,
859,589,79,366,,,,,,,,,,,,,,,,,,,,,,,,,,
860,590,63,270,,,,,,,,,,,,,,,,,,,,,,,,,,
861,591,90,495,,,,,,,,,,,,,,,,,,,,,,,,,,
862,592,64,436,,,,,,,,,,,,,,,,,,,,,,,,,,
863,593,68,352,,,,,,,,,,,,,,,,,,,,,,,,,,
864,594,81,282,,,,,,,,,,,,,,,,,,,,,,,,,,
865,595,73,579,,,,,,,,,,,,,,,,,,,,,,,,,,
866,596,88,403,,,,,,,,,,,,,,,,,,,,,,,,,,
867,597,63,632,,,,,,,,,,,,,,,,,,,,,,,,,,
868,598,72,384,,,,,,,,,,,,,,,,,,,,,,,,,,
869,599,68,439,,,,,,,,,,,,,,,,,,,,,,,,,,
870,600,60,592,,,,,,,,,,,,,,,,,,,,,,,,,,
871,601,72,592,,,,,,,,,,,,,,,,,,,,,,,,,,
872,602,77,548,,,,,,,,,,,,,,,,,,,,,,,,,,
873,603,69,605,,,,,,,,,,,,,,,,,,,,,,,,,,
874,604,87,567,,,,,,,,,,,,,,,,,,,,,,,,,,
875,605,79,344,,,,,,,,,,,,,,,,,,,,,,,,,,
876,606,63,518,,,,,,,,,,,,,,,,,,,,,,,,,,
877,607,74,405,,,,,,,,,,,,,,,,,,,,,,,,,,
878,608,87,571,,,,,,,,,,,,,,,,,,,,,,,,,,
879,609,80,313,,,,,,,,,,,,,,,,,,,,,,,,,,
880,610,90,611,,,,,,,,,,,,,,,,,,,,,,,,,,
881,611,62,553,,,,,,,,,,,,,,,,,,,,,,,,,,
882,612,66,364,,,,,,,,,,,,,,,,,,,,,,,,,,
883,613,76,581,,,,,,,,,,,,,,,,,,,,,,,,,,
884,614,68,365,,,,,,,,,,,,,,,,,,,,,,,,,,
885,615,93,543,,,,,,,,,,,,,,,,,,,,,,,,,,
886,616,71,264,,,,,,,,,,,,,,,,,,,,,,,,,,
887,617,69,335,,,,,,,,,,,,,,,,,,,,,,,,,,
888,618,83,630,,,,,,,,,,,,,,,,,,,,,,,,,,
889,619,63,389,,,,,,,,,,,,,,,,,,,,,,,,,,
890,620,66,380,,,,,,,,,,,,,,,,,,,,,,,,,,
891,621,76,558,,,,,,,,,,,,,,,,,,,,,,,,,,
892,622,78,299,,,,,,,,,,,,,,,,,,,,,,,,,,
893,623,84,286,,,,,,,,,,,,,,,,,,,,,,,,,,
894,624,94,521,,,,,,,,,,,,,,,,,,,,,,,,,,
895,625,65,452,,,,,,,,,,,,,,,,,,,,,,,,,,
896,626,86,269,,,,,,,,,,,,,,,,,,,,,,,,,,
897,627,81,280,,,,,,,,,,,,,,,,,,,,,,,,,,
898,628,87,479,,,,,,,,,,,,,,,,,,,,,,,,,,
899,629,83,316,,,,,,,,,,,,,,,,,,,,,,,,,,
900,630,69,414,,,,,,,,,,,,,,,,,,,,,,,,,,
901,631,82,431,,,,,,,,,,,,,,,,,,,,,,,,,,
902,632,89,565,,,,,,,,,,,,,,,,,,,,,,,,,,
903,633,91,265,,,,,,,,,,,,,,,,,,,,,,,,,,
904,634,73,310,,,,,,,,,,,,,,,,,,,,,,,,,,
905,635,85,562,,,,,,,,,,,,,,,,,,,,,,,,,,
906,636,84,326,,,,,,,,,,,,,,,,,,,,,,,,,,
907,637,94,446,,,,,,,,,,,,,,,,,,,,,,,,,,
908,638,74,353,,,,,,,,,,,,,,,,,,,,,,,,,,
909,639,68,263,,,,,,,,,,,,,,,,,,,,,,,,,,
910,640,80,387,,,,,,,,,,,,,,,,,,,,,,,,,,
911,641,90,463,,,,,,,,,,,,,,,,,,,,,,,,,,
912,642,63,410,,,,,,,,,,,,,,,,,,,,,,,,,,
913,643,94,348,,,,,,,,,,,,,,,,,,,,,,,,,,
914,644,74,310,,,,,,,,,,,,,,,,,,,,,,,,,,
915,645,74,274,,,,,,,,,,,,,,,,,,,,,,,,,,
916,646,70,615,,,,,,,,,,,,,,,,,,,,,,,,,,
917,647,62,542,,,,,,,,,,,,,,,,,,,,,,,,,,
918,648,84,241,,,,,,,,,,,,,,,,,,,,,,,,,,
919,649,92,525,,,,,,,,,,,,,,,,,,,,,,,,,,
920,650,67,499,,,,,,,,,,,,,,,,,,,,,,,,,,
921,651,84,562,,,,,,,,,,,,,,,,,,,,,,,,,,
922,652,94,392,,,,,,,,,,,,,,,,,,,,,,,,,,
923,653,89,458,,,,,,,,,,,,,,,,,,,,,,,,,,
924,654,62,282,,,,,,,,,,,,,,,,,,,,,,,,,,
925,655,82,444,,,,,,,,,,,,,,,,,,,,,,,,,,
926,656,71,483,,,,,,,,,,,,,,,,,,,,,,,,,,
927,657,80,605,,,,,,,,,,,,,,,,,,,,,,,,,,
928,658,79,275,,,,,,,,,,,,,,,,,,,,,,,,,,
929,659,71,410,,,,,,,,,,,,,,,,,,,,,,,,,,
930,660,88,495,,,,,,,,,,,,,,,,,,,,,,,,,,
931,661,81,333,,,,,,,,,,,,,,,,,,,,,,,,,,
932,662,85,493,,,,,,,,,,,,,,,,,,,,,,,,,,
933,663,77,541,,,,,,,,,,,,,,,,,,,,,,,,,,
934,664,63,331,,,,,,,,,,,,,,,,,,,,,,,,,,
935,665,88,413,,,,,,,,,,,,,,,,,,,,,,,,,,
936,666,71,454,,,,,,,,,,,,,,,,,,,,,,,,,,
937,667,88,615,,,,,,,,,,,,,,,,,,,,,,,,,,
938,668,83,262,,,,,,,,,,,,,,,,,,,,,,,,,,
939,669,79,533,,,,,,,,,,,,,,,,,,,,,,,,,,
940,670,80,416,,,,,,,,,,,,,,,,,,,,,,,,,,
941,671,65,370,,,,,,,,,,,,,,,,,,,,,,,,,,
942,672,77,610,,,,,,,,,,,,,,,,,,,,,,,,,,
943,673,85,517,,,,,,,,,,,,,,,,,,,,,,,,,,
944,674,71,308,,,,,,,,,,,,,,,,,,,,,,,,,,
945,675,65,483,,,,,,,,,,,,,,,,,,,,,,,,,,
946,676,82,443,,,,,,,,,,,,,,,,,,,,,,,,,,
947,677,91,476,,,,,,,,,,,,,,,,,,,,,,,,,,
948,678,59,425,,,,,,,,,,,,,,,,,,,,,,,,,,
949,679,61,376,,,,,,,,,,,,,,,,,,,,,,,,,,
950,680,90,271,,,,,,,,,,,,,,,,,,,,,,,,,,
951,681,74,580,,,,,,,,,,,,,,,,,,,,,,,,,,
952,682,69,328,,,,,,,,,,,,,,,,,,,,,,,,,,
953,683,65,562,,,,,,,,,,,,,,,,,,,,,,,,,,
954,684,87,502,,,,,,,,,,,,,,,,,,,,,,,,,,
955,685,67,444,,,,,,,,,,,,,,,,,,,,,,,,,,
956,686,77,487,,,,,,,,,,,,,,,,,,,,,,,,,,
957,687,89,390,,,,,,,,,,,,,,,,,,,,,,,,,,
958,688,75,359,,,,,,,,,,,,,,,,,,,,,,,,,,
959,689,84,562,,,,,,,,,,,,,,,,,,,,,,,,,,
960,690,91,561,,,,,,,,,,,,,,,,,,,,,,,,,,
961,691,73,621,,,,,,,,,,,,,,,,,,,,,,,,,,
962,692,60,321,,,,,,,,,,,,,,,,,,,,,,,,,,
963,693,87,572,,,,,,,,,,,,,,,,,,,,,,,,,,
964,694,82,331,,,,,,,,,,,,,,,,,,,,,,,,,,
965,695,92,319,,,,,,,,,,,,,,,,,,,,,,,,,,
966,696,94,334,,,,,,,,,,,,,,,,,,,,,,,,,,
967,697,89,442,,,,,,,,,,,,,,,,,,,,,,,,,,
968,698,59,372,,,,,,,,,,,,,,,,,,,,,,,,,,
969,699,60,357,,,,,,,,,,,,,,,,,,,,,,,,,,
970,700,86,611,,,,,,,,,,,,,,,,,,,,,,,,,,
971,701,91,511,,,,,,,,,,,,,,,,,,,,,,,,,,
972,702,92,507,,,,,,,,,,,,,,,,,,,,,,,,,,
973,703,62,248,,,,,,,,,,,,,,,,,,,,,,,,,,
974,704,83,443,,,,,,,,,,,,,,,,,,,,,,,,,,
975,705,64,527,,,,,,,,,,,,,,,,,,,,,,,,,,
976,706,85,344,,,,,,,,,,,,,,,,,,,,,,,,,,
977,707,75,269,,,,,,,,,,,,,,,,,,,,,,,,,,
978,708,82,424,,,,,,,,,,,,,,,,,,,,,,,,,,
979,709,88,273,,,,,,,,,,,,,,,,,,,,,,,,,,
980,710,74,372,,,,,,,,,,,,,,,,,,,,,,,,,,
981,711,64,461,,,,,,,,,,,,,,,,,,,,,,,,,,
982,712,85,257,,,,,,,,,,,,,,,,,,,,,,,,,,
983,713,77,348,,,,,,,,,,,,,,,,,,,,,,,,,,
984,714,86,370,,,,,,,,,,,,,,,,,,,,,,,,,,
985,715,71,287,,,,,,,,,,,,,,,,,,,,,,,,,,
986,716,68,408,,,,,,,,,,,,,,,,,,,,,,,,,,
987,717,60,625,,,,,,,,,,,,,,,,,,,,,,,,,,
988,718,91,532,,,,,,,,,,,,,,,,,,,,,,,,,,
989,719,59,388,,,,,,,,,,,,,,,,,,,,,,,,,,
990,720,62,545,,,,,,,,,,,,,,,,,,,,,,,,,,
991,721,64,292,,,,,,,,,,,,,,,,,,,,,,,,,,
992,722,62,318,,,,,,,,,,,,,,,,,,,,,,,,,,
993,723,75,528,,,,,,,,,,,,,,,,,,,,,,,,,,
994,724,87,550,,,,,,,,,,,,,,,,,,,,,,,,,,
995,725,89,464,,,,,,,,,,,,,,,,,,,,,,,,,,
996,726,77,619,,,,,,,,,,,,,,,,,,,,,,,,,,
997,727,90,409,,,,,,,,,,,,,,,,,,,,,,,,,,
998,728,86,380,,,,,,,,,,,,,,,,,,,,,,,,,,
999,729,92,591,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,730,64,569,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,731,68,376,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,732,64,245,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,733,75,369,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,734,66,431,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,735,65,611,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,736,74,412,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,737,94,506,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,738,65,250,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,739,75,454,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,740,80,560,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,741,76,634,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,742,76,554,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,743,80,364,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,744,79,488,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,745,66,456,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,746,87,296,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,747,67,351,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,748,77,566,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,749,94,268,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,750,85,290,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,751,77,363,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,752,80,603,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,753,63,275,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,754,93,316,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,755,68,535,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,756,91,400,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,757,69,375,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,758,71,346,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,759,89,386,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,760,74,295,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,761,86,475,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,762,69,494,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,763,64,355,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,764,66,517,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,765,64,379,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,766,60,394,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,767,87,424,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,768,69,307,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,769,73,468,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,770,82,441,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,771,71,385,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,772,72,421,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,773,82,393,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,774,89,594,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,775,92,334,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,776,93,481,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,777,82,479,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,778,72,606,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,779,60,622,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,780,86,574,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,781,90,348,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,782,60,600,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,783,83,438,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,784,80,569,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,785,60,307,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,786,90,352,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,787,84,605,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,788,87,397,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,789,67,569,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,790,94,541,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,791,74,365,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,792,86,607,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,793,73,417,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,794,85,316,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,795,62,390,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,796,64,411,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,797,87,568,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,798,81,265,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,799,70,425,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,800,86,300,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,801,86,250,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,802,89,545,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,803,72,510,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,804,91,534,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,805,87,625,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,806,84,319,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,807,94,244,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,808,73,467,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,809,77,284,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,810,77,336,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,811,86,405,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,812,85,505,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,813,60,416,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,814,76,593,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,815,69,532,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,816,61,541,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,817,61,571,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,818,94,401,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,819,76,635,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,820,79,522,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,821,78,637,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,822,73,292,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,823,83,615,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,824,75,556,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,825,74,257,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,826,78,326,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,827,93,449,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,828,73,383,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,829,69,309,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,830,85,606,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,831,66,244,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,832,74,266,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,833,91,614,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,834,64,297,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,835,60,636,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,836,62,448,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,837,79,560,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,838,84,546,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,839,59,475,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,840,94,274,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,841,94,512,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,842,75,338,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,843,65,576,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,844,87,451,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,845,74,485,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,846,62,357,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,847,68,494,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,848,77,452,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,849,78,367,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,850,67,536,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,851,87,363,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,852,86,410,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,853,93,249,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,854,82,298,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,855,88,487,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,856,71,524,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,857,65,498,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,858,92,446,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,859,78,316,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,860,90,261,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,861,63,484,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,862,84,406,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,863,91,559,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,864,68,606,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,865,69,303,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,866,66,519,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,867,71,335,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,868,69,509,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,869,92,253,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,870,69,302,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,871,65,501,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,872,84,566,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,873,69,395,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,874,62,481,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,875,84,634,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,876,94,383,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,877,74,309,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,878,81,311,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,879,80,374,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,880,78,298,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,881,86,536,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,882,89,507,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,883,73,493,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,884,71,619,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,885,71,340,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,886,80,444,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,887,91,530,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,888,90,429,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,889,91,593,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,890,64,439,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,891,84,504,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,892,66,361,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,893,65,580,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,894,68,311,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,895,81,283,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,896,61,473,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,897,76,299,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,898,73,413,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,899,87,250,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,900,73,495,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,901,60,301,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,902,67,419,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,903,73,427,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,904,75,522,,,,,,,,,,,,,,,,,,,,,,,,,,
