,n,58,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
460,81,"1760,356549","16501,98455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,82,"2117,570082","2353,547482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,83,"1852,94554","13974,97311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,84,"2029,24023","6177,508946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,85,"2107,562883","14698,14811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,86,"1912,134837","5843,349993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,87,"2048,304228","13571,64296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,88,"1865,564817","12644,94143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,89,"2077,469501","9153,948371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,90,"1710,896163","6574,945997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,91,"1868,248681","14984,09729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,92,"1693,826429","12423,20323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,93,"2161,605095","14494,88831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,94,"1826,472649","14666,01903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,95,"2000,067753","7663,833967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,96,"1894,878139","9510,219696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,97,"1847,094279","7163,637048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,98,"2119,958555","6364,409199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,99,"1838,431655","11826,31889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,100,"2091,199609","5335,154097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,101,"2170,800967","6357,876984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,102,"1866,386424","3805,850291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,103,"1720,236694","15863,21861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,104,"1917,452242","13888,91575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,105,"1783,649218","8135,468465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,106,"2073,913613","4086,63073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,107,"1791,652062","1614,154305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,108,"1747,150315","5705,031785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,109,"2155,713286","3725,375096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,110,"1721,531862","8943,127434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,111,"1937,951356","14006,03279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,112,"2011,869253","8187,639339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,113,"1893,904106","15685,07481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,114,"2153,587465","6928,498287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,115,"2141,030338","2302,351893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,116,"1881,193743","3131,708067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,117,"2020,990902","13885,53914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,118,"1854,522657","2388,565714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,119,"1932,027265","14908,05737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,120,"1991,920038","1592,72099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,121,"1864,483734","8763,14286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,122,"2004,050844","4524,567864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,123,"1988,086328","5450,417416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,124,"1822,388509","6504,232579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,125,"1787,851813","10514,45823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,126,"1862,518962","4135,826007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,127,"1970,520396","6422,534488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,128,"2045,613151","3722,924233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,129,"2006,142974","15649,42456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,130,"2038,149838","3812,930668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,131,"1674,437106","3278,75535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,132,"2130,645051","3932,40629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,133,"1686,541961","11720,74765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,134,"1920,52039","7732,726525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,135,"2003,709793","2762,571754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,136,"2063,995595","2372,959517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,137,"1937,423312","2797,826891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,138,"1730,455831","2052,71164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,139,"1761,419324","8485,844752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,140,"2091,556614","4057,712549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,141,"1999,635758","10713,67053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,142,"1739,230286","6330,634705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,143,"2018,893607","4994,944322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,144,"1938,826846","6858,69196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,145,"1715,798507","4616,00474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,146,"1878,17348","10136,45883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,147,"1757,702647","8605,207083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,148,"1672,92342","5355,909321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,149,"1968,382208","8845,884563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,150,"1759,570088","15729,48059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,151,"2066,926457","14798,07751",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,152,"2019,232036","3596,957826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,153,"2094,0201","6203,372792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,154,"2005,744993","8984,974114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,155,"1779,584213","11959,52796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,156,"2167,841475","4354,559616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,157,"1729,266868","9732,947778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,158,"1932,65667","7424,584974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,159,"2175,069856","10206,1281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,160,"1917,423042","13502,69381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,161,"1749,669524","3439,652321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,162,"1838,371898","8152,160591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,163,"2018,74038","4421,539571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,164,"2126,088154","2194,970262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,165,"1715,027917","14445,49344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,166,"1904,621888","11874,79737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,167,"1819,967117","14792,6905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,168,"1873,610803","12995,04327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,169,"2145,493599","16464,95088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,170,"1923,074543","7015,58679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,171,"1966,360445","1856,872947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,172,"1745,146644","7406,711585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,173,"1791,500383","4686,54173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,174,"1905,866915","10877,38927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,175,"2161,050939","10668,73051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,176,"1809,193735","1513,191951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,177,"1674,241154","7163,085916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,178,"2073,850434","11205,36081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,179,"1953,776205","5076,846657",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,180,"1906,277573","11027,86026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,181,"1886,720008","10633,6184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,182,"1881,321143","6814,488283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,183,"1791,917166","5766,294922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,184,"2130,568653","4973,412965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,185,"1747,931776","12809,52663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,186,"1908,447871","16536,65576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,187,"1714,405865","3190,799916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,188,"1782,156078","3369,057646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,189,"2174,572888","15598,6254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,190,"1776,797551","8527,868678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,191,"2046,924897","5524,083205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,192,"1716,744763","8674,630892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,193,"1971,078505","8313,139636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,194,"2019,443975","15295,82911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,195,"1718,116222","12846,1886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,196,"1777,641449","11900,75662",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,197,"1942,014761","14492,2246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,198,"2153,445438","16171,58726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,199,"1985,086644","13423,07195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,200,"1751,272286","15847,46752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,201,"1831,149058","4889,882392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,202,"1912,158293","4629,960559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,203,"1744,614079","5602,406916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,204,"2140,425934","14941,63794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,205,"1752,827486","11481,52235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,206,"2006,714037","10832,96512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,207,"1687,916551","16493,52874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,208,"2128,38339","3770,757116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,209,"1935,134528","15605,83182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,210,"2062,313469","13312,99673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,211,"1978,642372","16384,57548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,212,"1743,113989","7474,059763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,213,"1947,527567","13185,07507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,214,"1908,692762","4832,668629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,215,"1757,892158","5164,750894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,216,"1932,255093","4417,870135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,217,"2067,84016","5329,780625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,218,"1749,803611","9161,301821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,219,"2077,769791","14764,37251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,220,"1841,281889","6196,963848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,221,"1943,444154","13439,57158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,222,"2056,086066","7953,528153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,223,"1719,689841","10369,33762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,224,"2006,642946","9588,874723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,225,"2163,612866","13442,92935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,226,"1903,276626","11755,33842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,227,"1683,521202","7106,428482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,228,"1848,851664","6406,321654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,229,"1715,302715","2576,02114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,230,"2012,284356","7036,673753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,231,"2083,87345","11994,48009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,232,"2039,0914","15300,84687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,233,"1748,183604","8439,488591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,234,"2100,903599","13208,66788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,235,"2099,451292","7308,31423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,236,"1853,102132","11113,76281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,237,"1978,073287","8311,093671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,238,"1798,682923","13730,27383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,239,"1789,499034","12223,68431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,240,"1825,768057","15876,73627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,241,"1731,175427","15504,22758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,242,"1803,026744","7173,034093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,243,"2074,548298","14037,30899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,244,"1758,997015","7565,711702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,245,"2134,531851","13969,49989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,246,"1886,985478","12390,92116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,247,"1778,728483","16055,05832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,248,"1928,718843","14130,36083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,249,"1707,299017","14168,23448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,250,"1813,423921","11042,28128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,251,"2052,224091","14792,49023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,252,"2027,388566","10207,23432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,253,"1893,401383","13818,53912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,254,"1711,588182","10096,86076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,255,"1734,392285","9586,198288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,256,"1719,994924","7127,835624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,257,"2064,862339","12291,9104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,258,"1799,550277","14789,83704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,259,"1894,689581","6645,580401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,260,"1734,534264","6290,415953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,261,"1818,978805","8088,053239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,262,"2114,231185","1641,147315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,263,"2163,039719","11051,74365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,264,"1889,323205","11097,89143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,265,"2155,082333","7696,644983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,266,"2048,882938","7386,109661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,267,"1892,012543","11588,8586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,268,"1776,255786","5030,276723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,269,"1788,544339","11748,73575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,270,"2152,06726","16198,66985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,271,"2054,935442","10551,90494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,272,"1814,152666","7065,960221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,273,"2044,24473","2174,886265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,274,"2156,357057","8942,665444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,275,"2034,935907","10897,82219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,276,"1874,968249","12468,31668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,277,"2036,399239","15974,23726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,278,"1846,665217","6120,459437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,279,"1677,728726","11830,02021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,280,"1984,627949","13587,37089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,281,"1869,831734","8143,347241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,282,"1988,867694","12221,62769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,283,"2077,866771","12104,71785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,284,"2151,933708","2994,872646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,285,"1931,478694","1676,570077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,286,"2003,326206","12928,62426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,287,"1875,635498","3723,818057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,288,"1960,804539","11877,66795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,289,"1751,985981","8983,489155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,290,"1814,896909","15323,64608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,291,"2019,755679","15575,37153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,292,"2142,731195","6364,46225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,293,"1677,986844","1641,000065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,294,"2016,246292","8623,643841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,295,"1837,388819","15040,70416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,296,"1785,416791","9695,979846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,297,"1704,811126","3585,398669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,298,"1969,491626","6145,663079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,299,"2170,409295","10064,66135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,300,"1963,995371","1866,894517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,301,"1725,185518","14305,25726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,302,"2173,59531","12018,67144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,303,"2167,602092","11163,22656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,304,"1838,040762","10014,86852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,305,"1870,959402","11373,89045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,306,"1747,879462","9252,491699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,307,"1877,280019","12023,90591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,308,"1731,612968","8363,980615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,309,"1935,419885","5963,05407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,310,"2027,380347","13328,82148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
