,n,15,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
1081,966,66,81,,,,,,,,,,,,,,,,,
1082,967,75,125,,,,,,,,,,,,,,,,,
1083,968,71,125,,,,,,,,,,,,,,,,,
1084,969,68,80,,,,,,,,,,,,,,,,,
1085,970,52,89,,,,,,,,,,,,,,,,,
1086,971,75,103,,,,,,,,,,,,,,,,,
1087,972,82,114,,,,,,,,,,,,,,,,,
1088,973,33,109,,,,,,,,,,,,,,,,,
1089,974,76,66,,,,,,,,,,,,,,,,,
1090,975,71,86,,,,,,,,,,,,,,,,,
1091,976,85,116,,,,,,,,,,,,,,,,,
1092,977,69,128,,,,,,,,,,,,,,,,,
1093,978,55,94,,,,,,,,,,,,,,,,,
1094,979,43,125,,,,,,,,,,,,,,,,,
1095,980,63,87,,,,,,,,,,,,,,,,,
1096,981,79,96,,,,,,,,,,,,,,,,,
1097,982,42,76,,,,,,,,,,,,,,,,,
1098,983,76,82,,,,,,,,,,,,,,,,,
1099,984,42,107,,,,,,,,,,,,,,,,,
1100,985,70,120,,,,,,,,,,,,,,,,,
1101,986,43,91,,,,,,,,,,,,,,,,,
1102,987,86,125,,,,,,,,,,,,,,,,,
1103,988,45,91,,,,,,,,,,,,,,,,,
1104,989,71,109,,,,,,,,,,,,,,,,,
1105,990,82,97,,,,,,,,,,,,,,,,,
1106,991,56,77,,,,,,,,,,,,,,,,,
1107,992,53,75,,,,,,,,,,,,,,,,,
1108,993,60,119,,,,,,,,,,,,,,,,,
1109,994,64,118,,,,,,,,,,,,,,,,,
1110,995,59,80,,,,,,,,,,,,,,,,,
1111,996,70,112,,,,,,,,,,,,,,,,,
1112,997,69,63,,,,,,,,,,,,,,,,,
1113,998,61,82,,,,,,,,,,,,,,,,,
1114,999,52,111,,,,,,,,,,,,,,,,,
1115,1000,84,113,,,,,,,,,,,,,,,,,
