,n,24,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
860,688,60,330,,,,,,,,,,,,,,,,,,,,,,,
861,689,66,450,,,,,,,,,,,,,,,,,,,,,,,
862,690,69,449,,,,,,,,,,,,,,,,,,,,,,,
863,691,59,484,,,,,,,,,,,,,,,,,,,,,,,
864,692,51,308,,,,,,,,,,,,,,,,,,,,,,,
865,693,67,456,,,,,,,,,,,,,,,,,,,,,,,
866,694,64,314,,,,,,,,,,,,,,,,,,,,,,,
867,695,70,307,,,,,,,,,,,,,,,,,,,,,,,
868,696,71,315,,,,,,,,,,,,,,,,,,,,,,,
869,697,68,379,,,,,,,,,,,,,,,,,,,,,,,
870,698,51,338,,,,,,,,,,,,,,,,,,,,,,,
871,699,51,329,,,,,,,,,,,,,,,,,,,,,,,
872,700,66,478,,,,,,,,,,,,,,,,,,,,,,,
873,701,70,420,,,,,,,,,,,,,,,,,,,,,,,
874,702,70,417,,,,,,,,,,,,,,,,,,,,,,,
875,703,53,265,,,,,,,,,,,,,,,,,,,,,,,
876,704,65,380,,,,,,,,,,,,,,,,,,,,,,,
877,705,53,429,,,,,,,,,,,,,,,,,,,,,,,
878,706,66,321,,,,,,,,,,,,,,,,,,,,,,,
879,707,60,278,,,,,,,,,,,,,,,,,,,,,,,
880,708,64,368,,,,,,,,,,,,,,,,,,,,,,,
881,709,67,280,,,,,,,,,,,,,,,,,,,,,,,
882,710,60,338,,,,,,,,,,,,,,,,,,,,,,,
883,711,54,390,,,,,,,,,,,,,,,,,,,,,,,
884,712,66,270,,,,,,,,,,,,,,,,,,,,,,,
885,713,62,324,,,,,,,,,,,,,,,,,,,,,,,
886,714,67,337,,,,,,,,,,,,,,,,,,,,,,,
887,715,58,288,,,,,,,,,,,,,,,,,,,,,,,
888,716,56,359,,,,,,,,,,,,,,,,,,,,,,,
889,717,52,486,,,,,,,,,,,,,,,,,,,,,,,
890,718,69,432,,,,,,,,,,,,,,,,,,,,,,,
891,719,51,347,,,,,,,,,,,,,,,,,,,,,,,
892,720,53,439,,,,,,,,,,,,,,,,,,,,,,,
893,721,54,291,,,,,,,,,,,,,,,,,,,,,,,
894,722,52,306,,,,,,,,,,,,,,,,,,,,,,,
895,723,60,429,,,,,,,,,,,,,,,,,,,,,,,
896,724,67,442,,,,,,,,,,,,,,,,,,,,,,,
897,725,68,392,,,,,,,,,,,,,,,,,,,,,,,
898,726,62,483,,,,,,,,,,,,,,,,,,,,,,,
899,727,69,360,,,,,,,,,,,,,,,,,,,,,,,
900,728,67,343,,,,,,,,,,,,,,,,,,,,,,,
901,729,70,467,,,,,,,,,,,,,,,,,,,,,,,
902,730,54,453,,,,,,,,,,,,,,,,,,,,,,,
903,731,56,340,,,,,,,,,,,,,,,,,,,,,,,
904,732,54,264,,,,,,,,,,,,,,,,,,,,,,,
905,733,60,336,,,,,,,,,,,,,,,,,,,,,,,
906,734,55,372,,,,,,,,,,,,,,,,,,,,,,,
907,735,54,479,,,,,,,,,,,,,,,,,,,,,,,
908,736,60,361,,,,,,,,,,,,,,,,,,,,,,,
909,737,71,416,,,,,,,,,,,,,,,,,,,,,,,
910,738,54,266,,,,,,,,,,,,,,,,,,,,,,,
911,739,60,386,,,,,,,,,,,,,,,,,,,,,,,
912,740,63,449,,,,,,,,,,,,,,,,,,,,,,,
913,741,61,492,,,,,,,,,,,,,,,,,,,,,,,
914,742,61,445,,,,,,,,,,,,,,,,,,,,,,,
915,743,63,333,,,,,,,,,,,,,,,,,,,,,,,
916,744,62,406,,,,,,,,,,,,,,,,,,,,,,,
917,745,55,387,,,,,,,,,,,,,,,,,,,,,,,
918,746,67,294,,,,,,,,,,,,,,,,,,,,,,,
919,747,55,326,,,,,,,,,,,,,,,,,,,,,,,
920,748,61,452,,,,,,,,,,,,,,,,,,,,,,,
921,749,71,277,,,,,,,,,,,,,,,,,,,,,,,
922,750,66,290,,,,,,,,,,,,,,,,,,,,,,,
923,751,61,333,,,,,,,,,,,,,,,,,,,,,,,
924,752,63,474,,,,,,,,,,,,,,,,,,,,,,,
925,753,53,281,,,,,,,,,,,,,,,,,,,,,,,
926,754,71,305,,,,,,,,,,,,,,,,,,,,,,,
927,755,56,433,,,,,,,,,,,,,,,,,,,,,,,
928,756,69,354,,,,,,,,,,,,,,,,,,,,,,,
929,757,57,340,,,,,,,,,,,,,,,,,,,,,,,
930,758,58,322,,,,,,,,,,,,,,,,,,,,,,,
931,759,69,346,,,,,,,,,,,,,,,,,,,,,,,
932,760,59,293,,,,,,,,,,,,,,,,,,,,,,,
933,761,67,398,,,,,,,,,,,,,,,,,,,,,,,
934,762,56,409,,,,,,,,,,,,,,,,,,,,,,,
935,763,53,328,,,,,,,,,,,,,,,,,,,,,,,
936,764,55,423,,,,,,,,,,,,,,,,,,,,,,,
937,765,54,342,,,,,,,,,,,,,,,,,,,,,,,
938,766,52,351,,,,,,,,,,,,,,,,,,,,,,,
939,767,67,369,,,,,,,,,,,,,,,,,,,,,,,
940,768,57,300,,,,,,,,,,,,,,,,,,,,,,,
941,769,59,394,,,,,,,,,,,,,,,,,,,,,,,
942,770,64,378,,,,,,,,,,,,,,,,,,,,,,,
943,771,58,346,,,,,,,,,,,,,,,,,,,,,,,
944,772,58,367,,,,,,,,,,,,,,,,,,,,,,,
945,773,64,350,,,,,,,,,,,,,,,,,,,,,,,
946,774,68,468,,,,,,,,,,,,,,,,,,,,,,,
947,775,70,316,,,,,,,,,,,,,,,,,,,,,,,
948,776,71,402,,,,,,,,,,,,,,,,,,,,,,,
949,777,64,401,,,,,,,,,,,,,,,,,,,,,,,
950,778,58,475,,,,,,,,,,,,,,,,,,,,,,,
951,779,51,485,,,,,,,,,,,,,,,,,,,,,,,
952,780,67,456,,,,,,,,,,,,,,,,,,,,,,,
953,781,69,324,,,,,,,,,,,,,,,,,,,,,,,
954,782,51,472,,,,,,,,,,,,,,,,,,,,,,,
955,783,65,377,,,,,,,,,,,,,,,,,,,,,,,
956,784,63,454,,,,,,,,,,,,,,,,,,,,,,,
957,785,51,300,,,,,,,,,,,,,,,,,,,,,,,
958,786,69,326,,,,,,,,,,,,,,,,,,,,,,,
959,787,65,475,,,,,,,,,,,,,,,,,,,,,,,
960,788,67,353,,,,,,,,,,,,,,,,,,,,,,,
961,789,55,454,,,,,,,,,,,,,,,,,,,,,,,
962,790,71,437,,,,,,,,,,,,,,,,,,,,,,,
963,791,60,334,,,,,,,,,,,,,,,,,,,,,,,
964,792,66,476,,,,,,,,,,,,,,,,,,,,,,,
965,793,59,364,,,,,,,,,,,,,,,,,,,,,,,
966,794,66,305,,,,,,,,,,,,,,,,,,,,,,,
967,795,53,348,,,,,,,,,,,,,,,,,,,,,,,
968,796,54,361,,,,,,,,,,,,,,,,,,,,,,,
969,797,67,453,,,,,,,,,,,,,,,,,,,,,,,
970,798,63,275,,,,,,,,,,,,,,,,,,,,,,,
971,799,57,369,,,,,,,,,,,,,,,,,,,,,,,
972,800,67,296,,,,,,,,,,,,,,,,,,,,,,,
973,801,67,266,,,,,,,,,,,,,,,,,,,,,,,
974,802,68,440,,,,,,,,,,,,,,,,,,,,,,,
975,803,58,419,,,,,,,,,,,,,,,,,,,,,,,
976,804,69,433,,,,,,,,,,,,,,,,,,,,,,,
977,805,67,487,,,,,,,,,,,,,,,,,,,,,,,
978,806,65,307,,,,,,,,,,,,,,,,,,,,,,,
979,807,71,263,,,,,,,,,,,,,,,,,,,,,,,
980,808,59,394,,,,,,,,,,,,,,,,,,,,,,,
981,809,61,286,,,,,,,,,,,,,,,,,,,,,,,
982,810,61,317,,,,,,,,,,,,,,,,,,,,,,,
983,811,67,357,,,,,,,,,,,,,,,,,,,,,,,
984,812,66,416,,,,,,,,,,,,,,,,,,,,,,,
985,813,51,364,,,,,,,,,,,,,,,,,,,,,,,
986,814,61,468,,,,,,,,,,,,,,,,,,,,,,,
987,815,57,432,,,,,,,,,,,,,,,,,,,,,,,
988,816,52,437,,,,,,,,,,,,,,,,,,,,,,,
989,817,52,455,,,,,,,,,,,,,,,,,,,,,,,
990,818,71,355,,,,,,,,,,,,,,,,,,,,,,,
991,819,60,493,,,,,,,,,,,,,,,,,,,,,,,
992,820,62,426,,,,,,,,,,,,,,,,,,,,,,,
993,821,62,494,,,,,,,,,,,,,,,,,,,,,,,
994,822,59,291,,,,,,,,,,,,,,,,,,,,,,,
995,823,65,481,,,,,,,,,,,,,,,,,,,,,,,
996,824,60,446,,,,,,,,,,,,,,,,,,,,,,,
997,825,59,271,,,,,,,,,,,,,,,,,,,,,,,
998,826,62,311,,,,,,,,,,,,,,,,,,,,,,,
999,827,70,383,,,,,,,,,,,,,,,,,,,,,,,
1000,828,59,345,,,,,,,,,,,,,,,,,,,,,,,
1001,829,57,301,,,,,,,,,,,,,,,,,,,,,,,
1002,830,66,476,,,,,,,,,,,,,,,,,,,,,,,
1003,831,55,263,,,,,,,,,,,,,,,,,,,,,,,
1004,832,60,276,,,,,,,,,,,,,,,,,,,,,,,
1005,833,69,480,,,,,,,,,,,,,,,,,,,,,,,
1006,834,54,294,,,,,,,,,,,,,,,,,,,,,,,
1007,835,51,493,,,,,,,,,,,,,,,,,,,,,,,
1008,836,53,383,,,,,,,,,,,,,,,,,,,,,,,
1009,837,62,448,,,,,,,,,,,,,,,,,,,,,,,
1010,838,65,440,,,,,,,,,,,,,,,,,,,,,,,
1011,839,51,398,,,,,,,,,,,,,,,,,,,,,,,
1012,840,71,280,,,,,,,,,,,,,,,,,,,,,,,
1013,841,71,420,,,,,,,,,,,,,,,,,,,,,,,
1014,842,60,318,,,,,,,,,,,,,,,,,,,,,,,
1015,843,54,458,,,,,,,,,,,,,,,,,,,,,,,
1016,844,67,384,,,,,,,,,,,,,,,,,,,,,,,
1017,845,60,404,,,,,,,,,,,,,,,,,,,,,,,
1018,846,53,329,,,,,,,,,,,,,,,,,,,,,,,
1019,847,56,409,,,,,,,,,,,,,,,,,,,,,,,
1020,848,61,385,,,,,,,,,,,,,,,,,,,,,,,
1021,849,62,335,,,,,,,,,,,,,,,,,,,,,,,
1022,850,55,434,,,,,,,,,,,,,,,,,,,,,,,
1023,851,67,333,,,,,,,,,,,,,,,,,,,,,,,
1024,852,66,360,,,,,,,,,,,,,,,,,,,,,,,
1025,853,70,265,,,,,,,,,,,,,,,,,,,,,,,
1026,854,64,294,,,,,,,,,,,,,,,,,,,,,,,
1027,855,68,406,,,,,,,,,,,,,,,,,,,,,,,
1028,856,58,427,,,,,,,,,,,,,,,,,,,,,,,
1029,857,55,412,,,,,,,,,,,,,,,,,,,,,,,
1030,858,70,381,,,,,,,,,,,,,,,,,,,,,,,
1031,859,62,305,,,,,,,,,,,,,,,,,,,,,,,
1032,860,69,273,,,,,,,,,,,,,,,,,,,,,,,
1033,861,53,404,,,,,,,,,,,,,,,,,,,,,,,
1034,862,65,358,,,,,,,,,,,,,,,,,,,,,,,
1035,863,69,448,,,,,,,,,,,,,,,,,,,,,,,
1036,864,56,475,,,,,,,,,,,,,,,,,,,,,,,
1037,865,57,297,,,,,,,,,,,,,,,,,,,,,,,
1038,866,55,424,,,,,,,,,,,,,,,,,,,,,,,
1039,867,58,316,,,,,,,,,,,,,,,,,,,,,,,
1040,868,57,419,,,,,,,,,,,,,,,,,,,,,,,
1041,869,70,268,,,,,,,,,,,,,,,,,,,,,,,
1042,870,57,297,,,,,,,,,,,,,,,,,,,,,,,
1043,871,54,414,,,,,,,,,,,,,,,,,,,,,,,
1044,872,65,452,,,,,,,,,,,,,,,,,,,,,,,
1045,873,56,351,,,,,,,,,,,,,,,,,,,,,,,
1046,874,53,402,,,,,,,,,,,,,,,,,,,,,,,
1047,875,65,492,,,,,,,,,,,,,,,,,,,,,,,
1048,876,71,344,,,,,,,,,,,,,,,,,,,,,,,
1049,877,60,301,,,,,,,,,,,,,,,,,,,,,,,
1050,878,63,302,,,,,,,,,,,,,,,,,,,,,,,
1051,879,63,339,,,,,,,,,,,,,,,,,,,,,,,
1052,880,62,294,,,,,,,,,,,,,,,,,,,,,,,
1053,881,66,434,,,,,,,,,,,,,,,,,,,,,,,
1054,882,68,417,,,,,,,,,,,,,,,,,,,,,,,
1055,883,59,409,,,,,,,,,,,,,,,,,,,,,,,
1056,884,58,483,,,,,,,,,,,,,,,,,,,,,,,
1057,885,58,319,,,,,,,,,,,,,,,,,,,,,,,
1058,886,63,380,,,,,,,,,,,,,,,,,,,,,,,
1059,887,69,431,,,,,,,,,,,,,,,,,,,,,,,
1060,888,69,371,,,,,,,,,,,,,,,,,,,,,,,
1061,889,70,468,,,,,,,,,,,,,,,,,,,,,,,
1062,890,53,377,,,,,,,,,,,,,,,,,,,,,,,
1063,891,65,416,,,,,,,,,,,,,,,,,,,,,,,
1064,892,55,331,,,,,,,,,,,,,,,,,,,,,,,
1065,893,54,460,,,,,,,,,,,,,,,,,,,,,,,
1066,894,56,302,,,,,,,,,,,,,,,,,,,,,,,
1067,895,64,286,,,,,,,,,,,,,,,,,,,,,,,
1068,896,52,398,,,,,,,,,,,,,,,,,,,,,,,
1069,897,61,295,,,,,,,,,,,,,,,,,,,,,,,
1070,898,59,362,,,,,,,,,,,,,,,,,,,,,,,
1071,899,67,266,,,,,,,,,,,,,,,,,,,,,,,
1072,900,59,410,,,,,,,,,,,,,,,,,,,,,,,
1073,901,51,296,,,,,,,,,,,,,,,,,,,,,,,
1074,902,56,366,,,,,,,,,,,,,,,,,,,,,,,
1075,903,59,370,,,,,,,,,,,,,,,,,,,,,,,
1076,904,60,426,,,,,,,,,,,,,,,,,,,,,,,
1077,905,57,292,,,,,,,,,,,,,,,,,,,,,,,
1078,906,56,429,,,,,,,,,,,,,,,,,,,,,,,
1079,907,55,268,,,,,,,,,,,,,,,,,,,,,,,
1080,908,60,281,,,,,,,,,,,,,,,,,,,,,,,
1081,909,62,388,,,,,,,,,,,,,,,,,,,,,,,
1082,910,61,389,,,,,,,,,,,,,,,,,,,,,,,
1083,911,58,301,,,,,,,,,,,,,,,,,,,,,,,
1084,912,57,317,,,,,,,,,,,,,,,,,,,,,,,
1085,913,54,260,,,,,,,,,,,,,,,,,,,,,,,
1086,914,51,434,,,,,,,,,,,,,,,,,,,,,,,
1087,915,57,362,,,,,,,,,,,,,,,,,,,,,,,
1088,916,65,468,,,,,,,,,,,,,,,,,,,,,,,
1089,917,60,377,,,,,,,,,,,,,,,,,,,,,,,
1090,918,60,386,,,,,,,,,,,,,,,,,,,,,,,
1091,919,59,438,,,,,,,,,,,,,,,,,,,,,,,
1092,920,70,425,,,,,,,,,,,,,,,,,,,,,,,
1093,921,59,390,,,,,,,,,,,,,,,,,,,,,,,
1094,922,69,375,,,,,,,,,,,,,,,,,,,,,,,
1095,923,68,342,,,,,,,,,,,,,,,,,,,,,,,
1096,924,59,368,,,,,,,,,,,,,,,,,,,,,,,
1097,925,65,333,,,,,,,,,,,,,,,,,,,,,,,
1098,926,70,320,,,,,,,,,,,,,,,,,,,,,,,
1099,927,62,462,,,,,,,,,,,,,,,,,,,,,,,
1100,928,56,461,,,,,,,,,,,,,,,,,,,,,,,
1101,929,68,260,,,,,,,,,,,,,,,,,,,,,,,
1102,930,56,352,,,,,,,,,,,,,,,,,,,,,,,
1103,931,60,430,,,,,,,,,,,,,,,,,,,,,,,
1104,932,59,462,,,,,,,,,,,,,,,,,,,,,,,
1105,933,60,349,,,,,,,,,,,,,,,,,,,,,,,
1106,934,56,424,,,,,,,,,,,,,,,,,,,,,,,
1107,935,62,475,,,,,,,,,,,,,,,,,,,,,,,
1108,936,65,441,,,,,,,,,,,,,,,,,,,,,,,
1109,937,64,445,,,,,,,,,,,,,,,,,,,,,,,
1110,938,54,451,,,,,,,,,,,,,,,,,,,,,,,
1111,939,57,455,,,,,,,,,,,,,,,,,,,,,,,
1112,940,59,455,,,,,,,,,,,,,,,,,,,,,,,
1113,941,63,390,,,,,,,,,,,,,,,,,,,,,,,
1114,942,51,263,,,,,,,,,,,,,,,,,,,,,,,
1115,943,62,356,,,,,,,,,,,,,,,,,,,,,,,
1116,944,58,403,,,,,,,,,,,,,,,,,,,,,,,
1117,945,55,402,,,,,,,,,,,,,,,,,,,,,,,
1118,946,65,356,,,,,,,,,,,,,,,,,,,,,,,
1119,947,61,380,,,,,,,,,,,,,,,,,,,,,,,
1120,948,56,415,,,,,,,,,,,,,,,,,,,,,,,
1121,949,54,263,,,,,,,,,,,,,,,,,,,,,,,
1122,950,51,368,,,,,,,,,,,,,,,,,,,,,,,
1123,951,53,421,,,,,,,,,,,,,,,,,,,,,,,
1124,952,69,443,,,,,,,,,,,,,,,,,,,,,,,
1125,953,64,291,,,,,,,,,,,,,,,,,,,,,,,
1126,954,64,435,,,,,,,,,,,,,,,,,,,,,,,
1127,955,65,367,,,,,,,,,,,,,,,,,,,,,,,
1128,956,62,260,,,,,,,,,,,,,,,,,,,,,,,
1129,957,63,362,,,,,,,,,,,,,,,,,,,,,,,
1130,958,67,470,,,,,,,,,,,,,,,,,,,,,,,
1131,959,65,346,,,,,,,,,,,,,,,,,,,,,,,
1132,960,57,272,,,,,,,,,,,,,,,,,,,,,,,
1133,961,51,409,,,,,,,,,,,,,,,,,,,,,,,
1134,962,60,486,,,,,,,,,,,,,,,,,,,,,,,
1135,963,55,322,,,,,,,,,,,,,,,,,,,,,,,
1136,964,56,289,,,,,,,,,,,,,,,,,,,,,,,
1137,965,62,378,,,,,,,,,,,,,,,,,,,,,,,
1138,966,64,325,,,,,,,,,,,,,,,,,,,,,,,
1139,967,67,480,,,,,,,,,,,,,,,,,,,,,,,
1140,968,66,477,,,,,,,,,,,,,,,,,,,,,,,
1141,969,64,321,,,,,,,,,,,,,,,,,,,,,,,
1142,970,58,353,,,,,,,,,,,,,,,,,,,,,,,
1143,971,67,401,,,,,,,,,,,,,,,,,,,,,,,
1144,972,70,441,,,,,,,,,,,,,,,,,,,,,,,
1145,973,51,424,,,,,,,,,,,,,,,,,,,,,,,
1146,974,67,273,,,,,,,,,,,,,,,,,,,,,,,
1147,975,66,343,,,,,,,,,,,,,,,,,,,,,,,
1148,976,71,449,,,,,,,,,,,,,,,,,,,,,,,
1149,977,65,488,,,,,,,,,,,,,,,,,,,,,,,
1150,978,60,370,,,,,,,,,,,,,,,,,,,,,,,
1151,979,55,477,,,,,,,,,,,,,,,,,,,,,,,
1152,980,63,347,,,,,,,,,,,,,,,,,,,,,,,
1153,981,69,376,,,,,,,,,,,,,,,,,,,,,,,
1154,982,55,305,,,,,,,,,,,,,,,,,,,,,,,
1155,983,68,327,,,,,,,,,,,,,,,,,,,,,,,
1156,984,55,415,,,,,,,,,,,,,,,,,,,,,,,
1157,985,65,460,,,,,,,,,,,,,,,,,,,,,,,
1158,986,55,359,,,,,,,,,,,,,,,,,,,,,,,
1159,987,71,479,,,,,,,,,,,,,,,,,,,,,,,
1160,988,56,361,,,,,,,,,,,,,,,,,,,,,,,
1161,989,66,424,,,,,,,,,,,,,,,,,,,,,,,
1162,990,70,379,,,,,,,,,,,,,,,,,,,,,,,
1163,991,60,311,,,,,,,,,,,,,,,,,,,,,,,
1164,992,59,302,,,,,,,,,,,,,,,,,,,,,,,
1165,993,62,456,,,,,,,,,,,,,,,,,,,,,,,
1166,994,63,455,,,,,,,,,,,,,,,,,,,,,,,
1167,995,61,320,,,,,,,,,,,,,,,,,,,,,,,
1168,996,65,433,,,,,,,,,,,,,,,,,,,,,,,
1169,997,65,262,,,,,,,,,,,,,,,,,,,,,,,
1170,998,62,329,,,,,,,,,,,,,,,,,,,,,,,
1171,999,59,429,,,,,,,,,,,,,,,,,,,,,,,
1172,1000,71,437,,,,,,,,,,,,,,,,,,,,,,,
