,n,25,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
592,401,52,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,402,61,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,403,48,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,404,64,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,405,51,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,406,61,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,407,68,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,408,65,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,409,56,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,410,58,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,411,61,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,412,58,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,413,48,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,414,49,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,415,53,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,416,50,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,417,65,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,418,58,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,419,65,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,420,49,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,421,57,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,422,56,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,423,61,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,424,50,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,425,54,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,426,61,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,427,63,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,428,57,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,429,63,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,430,60,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,431,56,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,432,54,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,433,59,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,434,59,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,435,68,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,436,52,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,437,57,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,438,59,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,439,61,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,440,66,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,441,60,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,442,54,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,443,68,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,444,49,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,445,52,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,446,66,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,447,60,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,448,65,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,449,53,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,450,50,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,451,68,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,452,65,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,453,51,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,454,59,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,455,54,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,456,59,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,457,52,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,458,63,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,459,66,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,460,61,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,461,64,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,462,49,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,463,54,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,464,60,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,465,57,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,466,64,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,467,63,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,468,59,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,469,57,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,470,63,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,471,60,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,472,61,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,473,63,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,474,59,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,475,48,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,476,55,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,477,51,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,478,68,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,479,63,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,480,64,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,481,66,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,482,68,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,483,60,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,484,52,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,485,59,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,486,62,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,487,62,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,488,65,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,489,67,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,490,66,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,491,66,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,492,61,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,493,67,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,494,62,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,495,49,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,496,48,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,497,57,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,498,61,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,499,61,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,500,53,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,501,63,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,502,48,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,503,68,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,504,51,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,505,66,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,506,58,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,507,53,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,508,64,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,509,52,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,510,49,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,511,48,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,512,48,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,513,67,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,514,53,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,515,57,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,516,58,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,517,68,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,518,61,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,519,48,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,520,64,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,521,64,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,522,50,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,523,61,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,524,48,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,525,52,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,526,58,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,527,60,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,528,48,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,529,57,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,530,51,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,531,57,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,532,60,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,533,54,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,534,60,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,535,64,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,536,64,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,537,57,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,538,66,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,539,49,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,540,63,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,541,56,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,542,57,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,543,61,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,544,62,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,545,65,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,546,68,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,547,56,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,548,64,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,549,48,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,550,67,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,551,67,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,552,53,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,553,48,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,554,68,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,555,63,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,556,57,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,557,67,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,558,50,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,559,48,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,560,51,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,561,59,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,562,59,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,563,55,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,564,54,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,565,49,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,566,55,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,567,65,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,568,59,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,569,68,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,570,61,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,571,50,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,572,61,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,573,60,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,574,58,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,575,49,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,576,54,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,577,51,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,578,66,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,579,48,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,580,58,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,581,57,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,582,62,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,583,52,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,584,66,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,585,51,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,586,53,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,587,54,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,588,50,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,589,59,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,590,50,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,591,66,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,592,51,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,593,53,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,594,61,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,595,56,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,596,65,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,597,50,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,598,55,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,599,53,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,600,48,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,601,56,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,602,58,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,603,54,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,604,64,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,605,60,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,606,50,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,607,56,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,608,64,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,609,60,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,610,66,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,611,49,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,612,52,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,613,58,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,614,53,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,615,68,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,616,55,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,617,53,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,618,62,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,619,50,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,620,52,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,621,58,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,622,59,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,623,63,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,624,68,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,625,52,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,626,64,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,627,61,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,628,64,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,629,62,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,630,54,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,631,61,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,632,66,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,633,67,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,634,56,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,635,63,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,636,62,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,637,68,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,638,57,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,639,53,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,640,60,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,641,66,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,642,50,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,643,68,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,644,57,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,645,57,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,646,54,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,647,49,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,648,62,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,649,67,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,650,52,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,651,62,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,652,68,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,653,65,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,654,49,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,655,61,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,656,55,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,657,60,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,658,60,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,659,55,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,660,65,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,661,61,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,662,63,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,663,58,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,664,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,665,65,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,666,55,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,667,65,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,668,62,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,669,60,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,670,60,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,671,51,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,672,58,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,673,63,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,674,55,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,675,51,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,676,61,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,677,66,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,678,48,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,679,49,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,680,66,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,681,56,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,682,54,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,683,51,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,684,64,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,685,53,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,686,58,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,687,65,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,688,57,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,689,63,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,690,66,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,691,56,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,692,48,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,693,64,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,694,61,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,695,67,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,696,68,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,697,65,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,698,48,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,699,48,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,700,63,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,701,67,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,702,67,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,703,50,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,704,62,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,705,50,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,706,63,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,707,57,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,708,61,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,709,64,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,710,57,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
