,n,25,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
621,436,69,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,437,71,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,438,73,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,439,73,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,440,76,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,441,73,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,442,70,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,443,77,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,444,67,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,445,69,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,446,76,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,447,73,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,448,76,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,449,70,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,450,68,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,451,77,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,452,75,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,453,68,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,454,73,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,455,70,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,456,73,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,457,69,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,458,74,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,459,76,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,460,73,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,461,75,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,462,67,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,463,70,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,464,73,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,465,71,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,466,75,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,467,74,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,468,73,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,469,71,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,470,74,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,471,73,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,472,74,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,473,75,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,474,73,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,475,67,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,476,71,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,477,68,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,478,77,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,479,75,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,480,75,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,481,76,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,482,77,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,483,73,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,484,69,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,485,72,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,486,74,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,487,74,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,488,75,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,489,77,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,490,76,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,491,76,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,492,73,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,493,77,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,494,74,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,495,68,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,496,67,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,497,71,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,498,74,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,499,74,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,500,69,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,501,75,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,502,67,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,503,77,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,504,68,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,505,76,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,506,72,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,507,69,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,508,75,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,509,69,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,510,67,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,511,67,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,512,67,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,513,77,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,514,69,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,515,72,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,516,72,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,517,77,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,518,73,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,519,67,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,520,75,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,521,75,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,522,68,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,523,74,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,524,67,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,525,69,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,526,72,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,527,73,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,528,67,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,529,71,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,530,68,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,531,71,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,532,73,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,533,70,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,534,73,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,535,75,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,536,75,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,537,71,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,538,76,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,539,67,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,540,74,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,541,71,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,542,72,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,543,73,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,544,74,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,545,76,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,546,77,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,547,71,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,548,75,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,549,67,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,550,77,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,551,76,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,552,69,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,553,67,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,554,77,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,555,74,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,556,72,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,557,77,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,558,68,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,559,67,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,560,68,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,561,73,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,562,73,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,563,70,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,564,70,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,565,67,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,566,71,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,567,75,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,568,73,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,569,77,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,570,73,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,571,68,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,572,74,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,573,73,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,574,72,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,575,67,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,576,70,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,577,68,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,578,76,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,579,67,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,580,72,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,581,72,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,582,74,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,583,69,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,584,76,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,585,68,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,586,69,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,587,70,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,588,68,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,589,73,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,590,68,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,591,76,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,592,68,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,593,69,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,594,73,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,595,71,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,596,75,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,597,68,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,598,71,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,599,69,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,600,67,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,601,71,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,602,72,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,603,70,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,604,75,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,605,73,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,606,68,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,607,71,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,608,75,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,609,73,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,610,76,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,611,67,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,612,69,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,613,72,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,614,69,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,615,77,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,616,70,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,617,70,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,618,74,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,619,68,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,620,69,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,621,72,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,622,72,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,623,74,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,624,77,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,625,69,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,626,75,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,627,73,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,628,75,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,629,74,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,630,70,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,631,74,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,632,76,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,633,77,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,634,71,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,635,74,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,636,74,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,637,77,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,638,71,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,639,69,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,640,73,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,641,76,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,642,68,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,643,77,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,644,71,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,645,71,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,646,70,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,647,67,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,648,74,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,649,77,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,650,69,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,651,74,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,652,77,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,653,76,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,654,67,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,655,74,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,656,70,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,657,73,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,658,73,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,659,70,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,660,76,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,661,73,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,662,75,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,663,72,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,664,68,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,665,75,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,666,70,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,667,76,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,668,74,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,669,73,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,670,73,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,671,69,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,672,72,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,673,75,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,674,70,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,675,69,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,676,74,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,677,76,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,678,67,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,679,67,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,680,76,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,681,71,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,682,70,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,683,68,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,684,75,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,685,69,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,686,72,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,687,76,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,688,72,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,689,74,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,690,76,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,691,71,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,692,67,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,693,75,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,694,74,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,695,77,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,696,77,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,697,76,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,698,67,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,699,67,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,700,75,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,701,77,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,702,77,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,703,68,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,704,74,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,705,68,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,706,75,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,707,71,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,708,74,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,709,75,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,710,71,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,711,68,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,712,75,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,713,72,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,714,75,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,715,70,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,716,69,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,717,67,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,718,76,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,719,67,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,720,68,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,721,68,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,722,68,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,723,71,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,724,75,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,725,76,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,726,72,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,727,76,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,728,75,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,729,77,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,730,68,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,731,69,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,732,68,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,733,72,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,734,69,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,735,68,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,736,71,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,737,77,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,738,68,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,739,72,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,740,73,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,741,72,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,742,72,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,743,73,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,744,73,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,745,69,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,746,75,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,747,69,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,748,72,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,749,77,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,750,75,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,751,72,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,752,73,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,753,68,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,754,77,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,755,69,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,756,76,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,757,70,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,758,70,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,759,76,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,760,71,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
