,n,45,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
707,413,60,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,414,60,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,415,68,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,416,63,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,417,87,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,418,76,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,419,87,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,420,61,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,421,74,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,422,71,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,423,81,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,424,62,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,425,69,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,426,80,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,427,83,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,428,74,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,429,84,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,430,79,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,431,72,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,432,69,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,433,77,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,434,77,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,435,92,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,436,66,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,437,74,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,438,78,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,439,80,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,440,89,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,441,79,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,442,69,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,443,91,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,444,61,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,445,66,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,446,88,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,447,79,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,448,87,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,449,68,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,450,62,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,451,92,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,452,86,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,453,64,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,454,77,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,455,69,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,456,78,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,457,65,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,458,83,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,459,89,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,460,80,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,461,86,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,462,61,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,463,70,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,464,78,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,465,74,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,466,85,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,467,83,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,468,77,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,469,74,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,470,83,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,471,78,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,472,81,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,473,84,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,474,77,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,475,60,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,476,71,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,477,64,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,478,92,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,479,84,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,480,85,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,481,88,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,482,92,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,483,79,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,484,65,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,485,76,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,486,82,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,487,82,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,488,86,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,489,90,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,490,89,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,491,89,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,492,80,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,493,90,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,494,82,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,495,62,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,496,59,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,497,73,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,498,80,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,499,81,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,500,67,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,501,84,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,502,59,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,503,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,504,64,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,505,89,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,506,75,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,507,68,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,508,86,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,509,67,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,510,61,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,511,60,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,512,59,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,513,90,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,514,67,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,515,74,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,516,76,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,517,91,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,518,80,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,519,60,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,520,85,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,521,85,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,522,62,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,523,81,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,524,59,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,525,66,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,526,75,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,527,78,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,528,59,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,529,74,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,530,64,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,531,74,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,532,79,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,533,69,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,534,78,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,535,85,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,536,85,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,537,74,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,538,88,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,539,61,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,540,83,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,541,73,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,542,75,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,543,80,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,544,82,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,545,87,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,546,92,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,547,71,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,548,85,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,549,60,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,550,90,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,551,89,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,552,67,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,553,59,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,554,92,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,555,83,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,556,75,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,557,89,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,558,63,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,559,59,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,560,64,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,561,77,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,562,78,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,563,71,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,564,69,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,565,60,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,566,71,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,567,86,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,568,77,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,569,91,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,570,80,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,571,62,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,572,80,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,573,78,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,574,76,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,575,61,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,576,69,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,577,64,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,578,88,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,579,59,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,580,75,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,581,75,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,582,82,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,583,66,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,584,89,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,585,64,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,586,68,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,587,69,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,588,63,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,589,78,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,590,63,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,591,88,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,592,64,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,593,68,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,594,80,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,595,73,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,596,86,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,597,63,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,598,71,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,599,67,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,600,60,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,601,72,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,602,76,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,603,69,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,604,86,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,605,78,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,606,63,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,607,73,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,608,85,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,609,79,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,610,88,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,611,61,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,612,66,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,613,75,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,614,68,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,615,91,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,616,70,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,617,68,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,618,82,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,619,63,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,620,65,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,621,75,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,622,77,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,623,83,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,624,92,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,625,65,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,626,85,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,627,80,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,628,86,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,629,81,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,630,68,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,631,81,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,632,88,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,633,90,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,634,73,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,635,83,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,636,82,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,637,92,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,638,74,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,639,67,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,640,79,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,641,88,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,642,63,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,643,92,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,644,73,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,645,74,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,646,69,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,647,62,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,648,82,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,649,90,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,650,67,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,651,82,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,652,92,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,653,87,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,654,61,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,655,81,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,656,70,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,657,79,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,658,78,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,659,71,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,660,87,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,661,80,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,662,84,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,663,76,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,664,63,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,665,86,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,666,70,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,667,87,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,668,81,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,669,78,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,670,79,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,671,65,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,672,76,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,673,84,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,674,70,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,675,65,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,676,81,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,677,89,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,678,59,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,679,61,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,680,88,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,681,73,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,682,68,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,683,64,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,684,85,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,685,67,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,686,76,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,687,87,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,688,74,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,689,83,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,690,89,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,691,73,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,692,60,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,693,85,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,694,80,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,695,90,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,696,92,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,697,88,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,698,59,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,699,60,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,700,84,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,701,89,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,702,90,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,703,62,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,704,81,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,705,63,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,706,84,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,707,74,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,708,81,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,709,86,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,710,73,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,711,64,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,712,84,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,713,76,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,714,85,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,715,71,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,716,67,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,717,60,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,718,89,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,719,59,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,720,62,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,721,64,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,722,62,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,723,74,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,724,85,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,725,87,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,726,76,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,727,88,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,728,85,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,729,91,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,730,63,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,731,67,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,732,64,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,733,74,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,734,66,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,735,65,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,736,73,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,737,92,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,738,64,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,739,74,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,740,79,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,741,75,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,742,75,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,743,79,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,744,78,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,745,65,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,746,85,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,747,66,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,748,76,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,749,92,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,750,84,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,751,76,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,752,79,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,753,63,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,754,92,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,755,67,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,756,89,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,757,68,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,758,70,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,759,88,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,760,73,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,761,84,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,762,68,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,763,63,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,764,65,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,765,64,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,766,60,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,767,86,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,768,69,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,769,72,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,770,81,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,771,70,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,772,71,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,773,81,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,774,88,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,775,90,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,776,91,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,777,81,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,778,71,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,779,59,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,780,85,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
