,n,27,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
526,328,42,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,329,43,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,330,58,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,331,59,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,332,59,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,333,59,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,334,52,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,335,57,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,336,51,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,337,59,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,338,43,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,339,48,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,340,57,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,341,59,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,342,46,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,343,50,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,344,54,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,345,46,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,346,55,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,347,47,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,348,49,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,349,43,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,350,55,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,351,44,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,352,50,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,353,53,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,354,55,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,355,54,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,356,46,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,357,51,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,358,58,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,359,56,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,360,54,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,361,57,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,362,58,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,363,51,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,364,59,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,365,58,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,366,56,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,367,48,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,368,59,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,369,57,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,370,56,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,371,47,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,372,49,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,373,58,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,374,43,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,375,52,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,376,56,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,377,47,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,378,48,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,379,43,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,380,45,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,381,51,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,382,53,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,383,47,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,384,52,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,385,57,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,386,56,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,387,55,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,388,53,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,389,42,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,390,56,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,391,57,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,392,57,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,393,54,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,394,44,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,395,48,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,396,57,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,397,47,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,398,49,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,399,51,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,400,58,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,401,45,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,402,53,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,403,42,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,404,56,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,405,45,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,406,53,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,407,59,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,408,56,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,409,49,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,410,51,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,411,53,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,412,50,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,413,42,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,414,42,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,415,46,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,416,44,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,417,57,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,418,51,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,419,57,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,420,43,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,421,50,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,422,48,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,423,53,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,424,43,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,425,47,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,426,53,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,427,54,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,428,50,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,429,55,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,430,53,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,431,49,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,432,47,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,433,51,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,434,51,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,435,59,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,436,45,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,437,50,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,438,52,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,439,53,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,440,58,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,441,52,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,442,47,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,443,59,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,444,43,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,445,46,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,446,57,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,447,52,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,448,56,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,449,46,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,450,44,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,451,59,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,452,56,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,453,45,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,454,51,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,455,47,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,456,52,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,457,45,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,458,55,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,459,57,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,460,53,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,461,56,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,462,43,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,463,47,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,464,52,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,465,50,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,466,56,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,467,54,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,468,52,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,469,49,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,470,54,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,471,52,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,472,53,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,473,55,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,474,52,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,475,42,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,476,48,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,477,44,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,478,59,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,479,55,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,480,55,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,481,57,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,482,59,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,483,52,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,484,45,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,485,51,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,486,54,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,487,54,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,488,56,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,489,58,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,490,58,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,491,58,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,492,53,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,493,58,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,494,54,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,495,43,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,496,42,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,497,49,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,498,53,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,499,53,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,500,46,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,501,55,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,502,42,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,503,59,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,504,44,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,505,58,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,506,50,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,507,46,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,508,56,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,509,46,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,510,43,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,511,42,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,512,42,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,513,58,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,514,46,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,515,50,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,516,51,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,517,59,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,518,53,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,519,42,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,520,55,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,521,55,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,522,43,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,523,53,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,524,42,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,525,45,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,526,50,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,527,52,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,528,42,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,529,50,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,530,44,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,531,49,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,532,52,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,533,47,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,534,52,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,535,55,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,536,56,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,537,50,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,538,57,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,539,43,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,540,54,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,541,49,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,542,50,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,543,53,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,544,54,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,545,57,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,546,59,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,547,48,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,548,56,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,549,42,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,550,58,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,551,58,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,552,46,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,553,42,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,554,59,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,555,54,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,556,50,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,557,58,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,558,44,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,559,42,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,560,45,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,561,51,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,562,52,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,563,48,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,564,47,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,565,43,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,566,48,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,567,56,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,568,51,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,569,59,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,570,53,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,571,43,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,572,53,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,573,52,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,574,51,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,575,43,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,576,47,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,577,44,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,578,57,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,579,42,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,580,50,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,581,50,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,582,54,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,583,45,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,584,58,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,585,44,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,586,46,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,587,47,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,588,44,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,589,52,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,590,44,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,591,57,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,592,44,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,593,46,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,594,53,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,595,49,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,596,56,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,597,44,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,598,48,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,599,46,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,600,42,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,601,48,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,602,51,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,603,47,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,604,56,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
